PCA_1,PCA_2,cluster,profile
-1.6217120314119613,1.3067000929736834,0,Conservador
-1.202836562245346,1.2830827475963242,0,Conservador
0.050118203527762216,-0.1080784127155616,2,Agresivo
0.5457341320115228,-1.0435808444955554,1,Moderado
0.21363950433893245,2.1201069586285834,0,Conservador
0.8875497014029594,-1.5331403141136568,1,Moderado
0.36979135502123683,-0.9900093536002155,2,Agresivo
1.4110170108988391,-0.40894316016770976,1,Moderado
-0.27927658977585684,-1.8067898363861115,2,Agresivo
0.5252308249766758,0.5083991219760466,1,Moderado
0.2895758898592708,0.3790171206345487,1,Moderado
-1.0924016253274365,-2.0034214020840566,2,Agresivo
0.31389652318650835,-0.1502896366672628,1,Moderado
1.3440824386874082,0.28930301239593637,1,Moderado
1.9590099770615665,0.39961461179409025,1,Moderado
-1.5439825240890275,-0.22974393755886163,0,Conservador
-0.2913589951667568,-0.6341885659472415,2,Agresivo
-0.640860130764702,-1.225126120503713,2,Agresivo
0.08984535868160928,-0.6589581139020816,1,Moderado
0.22237365755327324,0.3979916718007479,0,Conservador
-0.6460463904730979,2.6357767452793888,0,Conservador
0.8961872964563837,-1.1123381157788503,2,Agresivo
1.278417961164292,1.8580243890786559,1,Moderado
-0.13733035288001244,-0.781061932232412,1,Moderado
0.8986624207251052,-1.6307931853980262,2,Agresivo
-0.6972648394402259,0.9235691739592289,0,Conservador
0.25681445808477693,0.7066547567297602,1,Moderado
0.4841694508101287,0.309701920650997,1,Moderado
-0.4668329905329771,1.1692500538907142,0,Conservador
-1.5457511509237825,-0.43578301529595703,0,Conservador
2.267483906154009,0.3957995947310813,1,Moderado
0.09194228920230277,-0.8005662213762504,2,Agresivo
-0.2479358553554545,-0.23975650196787404,2,Agresivo
0.466853742624459,1.6483338062165722,1,Moderado
0.6274299035379362,0.47958918064822936,1,Moderado
0.21577145295036768,0.6037430903572193,1,Moderado
-0.1545134855597901,2.24232814282023,0,Conservador
-0.08601627928521659,-0.6193081780893389,2,Agresivo
1.723176550433365,-0.11615434349697892,1,Moderado
1.0588802534305322,-0.8090835903924488,2,Agresivo
-0.040859458593958925,-0.09544434399566837,1,Moderado
-0.9271105416140109,0.17356000568086777,0,Conservador
-0.17761188816860027,0.3137349598682009,2,Agresivo
0.9596721881873518,-0.7985206046748027,1,Moderado
0.1363455286864021,-1.0801889305940924,2,Agresivo
-1.4220741064373736,-0.5368451638560443,0,Conservador
1.1377615497148077,1.2517543759375807,1,Moderado
-2.100938451481803,0.7768553378491746,0,Conservador
-0.07218871670242416,-1.4844168634132928,2,Agresivo
0.8557125417730717,0.5376048541817302,1,Moderado
-0.27070874235614667,0.0783530336549554,1,Moderado
-0.5546190911304764,0.982597616225099,0,Conservador
-0.2605103135382766,-1.0808046541867493,2,Agresivo
2.074694463037846,-0.041929087747838704,1,Moderado
-1.5486836621424636,-0.43248344414612205,2,Agresivo
1.2011070322404924,-2.3374396652125196,2,Agresivo
-0.9831641924478658,0.6627292490934045,0,Conservador
0.9080622350976846,0.7944753800160594,1,Moderado
0.51404974470974,0.08298197018899137,1,Moderado
0.5329208990126789,1.4455358155967766,0,Conservador
-0.9279048974188001,-0.5451464396527594,2,Agresivo
-0.854933886844819,0.12593072727951693,0,Conservador
1.2102392248103908,-0.7829545409864074,1,Moderado
-1.2725296457567676,-0.699642969750269,2,Agresivo
-0.4855635087698633,-1.4714959282593227,2,Agresivo
0.21756429777889064,-0.36035914278015785,2,Agresivo
1.040001181971358,0.8760270439444938,1,Moderado
-0.562344991302312,0.8828248046590852,0,Conservador
1.282083872997771,1.2602264781862265,1,Moderado
-0.7897663356105359,-0.5266999036513274,2,Agresivo
0.06917955194623769,-0.46785976139020147,1,Moderado
-0.8994306498714246,1.581730244803923,0,Conservador
-0.8862260310408452,-0.5494565759984751,2,Agresivo
2.1421281735603377,0.039929636077485085,1,Moderado
1.086316706249634,-0.43934714525369817,1,Moderado
0.0073435396926580816,0.12854047931912688,2,Agresivo
2.098689561239875,1.3567376860925016,1,Moderado
-0.3325376352337854,0.2166538709627372,0,Conservador
-1.1858892450392327,-0.6122856967240919,2,Agresivo
1.3875752305608566,0.508063927520815,1,Moderado
0.4802133211974223,-0.8582881419525437,1,Moderado
2.0851078534233034,0.9891089372466864,1,Moderado
0.44958107721067386,-1.1594447900772602,2,Agresivo
0.6378561087044415,0.7420611622025073,1,Moderado
0.4971669642949881,-1.3613888520387125,2,Agresivo
-1.5092974371680878,-1.1640273394927172,2,Agresivo
-1.2334953733969947,0.47818310894431804,0,Conservador
0.21123077830339335,1.0227294381265397,0,Conservador
2.2875189173850727,-0.036967146794071884,1,Moderado
0.3915187185141587,-0.7212069111170071,2,Agresivo
-0.4573933905108332,0.7055532432946029,0,Conservador
-0.414574348617649,-0.039298537938307974,2,Agresivo
0.08580041608297118,0.3886262005142971,0,Conservador
0.14174099824063485,-0.1394929501780442,2,Agresivo
1.0234734579078035,-0.13601769275766587,1,Moderado
0.025638248122251923,-0.16648472856768665,2,Agresivo
0.7036694422262186,1.0464073980962691,0,Conservador
1.4416675704860553,0.9621173392284872,1,Moderado
0.041315889631330836,-0.9680444874255637,2,Agresivo
0.46711569978448575,-1.955583958305429,2,Agresivo
-0.562363186678744,0.2558138236433102,0,Conservador
1.081965105095443,-0.33257644193484576,1,Moderado
2.033593488812352,0.027070716475577683,1,Moderado
-2.10567011637608,-1.8232470338101627,2,Agresivo
0.17257817055711594,-1.8982181224005394,2,Agresivo
-0.17028035197950325,1.192563715918893,0,Conservador
-1.5435902386912042,-0.8198997250760558,2,Agresivo
-0.853641048090607,0.3041995244315079,0,Conservador
-1.3411728926215025,0.8177136040880159,0,Conservador
-2.556774422767361,-0.0723055753468434,0,Conservador
-0.9597443533805202,0.34065093629971643,0,Conservador
-0.24689551885392613,-0.019217550034549342,2,Agresivo
-0.8879996180946919,0.9810209753209249,0,Conservador
-1.4139000749919597,-2.1372921413949397,2,Agresivo
-2.318675592623041,0.03860923098857981,0,Conservador
-2.5335360783430003,0.7495567328532383,0,Conservador
0.9177026576135142,-1.2927245665551494,2,Agresivo
-1.6128814952694766,-0.10470026377030629,0,Conservador
0.4943787059988375,1.0042613400698808,0,Conservador
-1.2685167574986398,-0.2796148399832956,0,Conservador
-0.9793554533825455,2.221871664459066,0,Conservador
0.15012108150565412,-1.4522595131541676,2,Agresivo
-2.0823020647896526,0.8186191006125534,0,Conservador
-1.6335996755561513,0.32166926520388434,0,Conservador
-2.6384218011080716,-1.1104012903630096,2,Agresivo
0.5623741529856368,-1.5837108382038434,2,Agresivo
-0.1056967852308099,-0.48741694731443114,2,Agresivo
-0.7937031241110928,-1.0754164719893482,2,Agresivo
1.3465830332149948,0.4957019449138493,1,Moderado
-0.9904578976434937,0.5249928057323465,2,Agresivo
0.8818039438621966,-1.731755971995546,2,Agresivo
0.04376670767730336,1.7496532023995768,0,Conservador
-0.48440553482735016,-0.15851828246543304,2,Agresivo
-0.4338836245847386,-0.7907262538321115,2,Agresivo
-0.5255262040554716,0.08491112709861331,0,Conservador
-0.43665224570134187,1.5146619425777836,0,Conservador
0.512236320232394,-0.092379255193929,1,Moderado
1.6894723678987438,1.4922225817241273,1,Moderado
0.04752407354538119,-0.5623812341345427,2,Agresivo
-0.4841788200643896,2.3571405393224905,0,Conservador
2.014484572952996,-0.06002171295046805,1,Moderado
-0.5612220243297921,1.0272185969031766,0,Conservador
-1.5074569047121849,-0.8638242551040001,2,Agresivo
1.473791742371303,-0.9174150470632166,1,Moderado
0.44532320724515484,1.2330143753365859,1,Moderado
0.20350245376101633,-1.1230986261405438,2,Agresivo
-1.494775997255461,-1.0087223401104704,2,Agresivo
-0.9551087990303971,-0.996896327383832,2,Agresivo
0.7343380998824924,2.1128392858346183,0,Conservador
-1.037577028221018,-0.6084008219486886,2,Agresivo
1.469509384385635,-0.7652006217480324,1,Moderado
1.2485577520450581,-1.759757492775322,2,Agresivo
-1.3144815608255076,-0.31067856951089995,0,Conservador
-0.8363687211781897,0.5250726378263555,0,Conservador
2.628386679945938,0.3721617379332785,1,Moderado
-0.7833409607363473,0.44624352402691925,0,Conservador
-0.5571599336642081,0.7705312676737189,0,Conservador
1.4700533605964767,-0.47079393252733975,1,Moderado
-1.281310385427402,-1.1832931473704356,2,Agresivo
2.251644079825457,0.13753606149097536,1,Moderado
1.5153249424556976,1.7612498883741412,1,Moderado
-0.8447960613046813,1.2527624022509658,0,Conservador
-0.3092930682764119,-0.7581718202529057,2,Agresivo
0.07684243934060277,-0.2829698617426453,2,Agresivo
1.8919148331256588,-0.997581758753408,2,Agresivo
0.49313832542786473,0.328172006429893,1,Moderado
0.22261735077017505,-0.2887076363137292,2,Agresivo
0.654987091961857,0.08325404706787091,2,Agresivo
0.3344972337387836,-0.14879613532396288,2,Agresivo
1.4219570815594795,-0.47209152619170675,2,Agresivo
-2.784331615295827,0.18957695920062534,0,Conservador
-2.0211185191304932,0.26105588224622833,0,Conservador
-1.4080870127453549,-1.3879660602106183,2,Agresivo
-1.7503921626990273,-0.2673097924720925,0,Conservador
-1.0258554720501094,-1.2072363580332506,2,Agresivo
0.5426435892162925,0.41550932926804857,1,Moderado
-1.6194369126202603,-1.0099623082486413,2,Agresivo
1.2996982827654866,0.21616331199218017,1,Moderado
-2.184897392333881,-1.6555259485953866,2,Agresivo
0.47809652303694705,-0.19796134172469074,2,Agresivo
0.16218221438516753,1.449982888205433,0,Conservador
1.1142061994219783,-2.0116684916516436,2,Agresivo
0.623778538781259,-0.46849910629919245,2,Agresivo
0.46110720910412645,0.6114732828407476,1,Moderado
-0.37076798073408324,0.6814254494876266,0,Conservador
1.4828399046208272,0.8959742451535139,1,Moderado
-1.2062303532870062,0.3233993879628542,0,Conservador
1.48766863108778,1.1193568756804742,1,Moderado
-1.2512781429539364,-0.9298645672041448,2,Agresivo
1.1939408697816625,-1.5526210935123888,2,Agresivo
-0.3409670789100989,-0.7036054052749923,1,Moderado
0.32983757520278073,0.35973717624629037,0,Conservador
-0.6256184062407593,0.31795533538547766,0,Conservador
1.3109526734618635,-0.5975504587212996,1,Moderado
1.2725658480682782,-0.060708513726411215,1,Moderado
1.311721090910291,1.051486289209578,1,Moderado
0.16010976527672144,-0.3967073094871995,1,Moderado
0.24211380898250215,1.231423562751747,0,Conservador
-0.690191709879521,1.5046099675209408,0,Conservador
0.3857561948994742,0.012364689806728368,2,Agresivo
-0.6320275099813495,-0.03393488262551689,2,Agresivo
0.9983646805508634,0.12014433131134299,1,Moderado
-0.24076491018367396,1.1101757931010272,0,Conservador
-0.5724352251814165,-1.0607849937595046,2,Agresivo
0.05853472203296135,2.774846972166422,0,Conservador
-0.3223260746922625,-0.31656232402518647,2,Agresivo
-0.6321693656352355,1.272717744901172,0,Conservador
0.36375862804430426,1.105393036842195,0,Conservador
0.41646509556319095,0.3528816368197496,1,Moderado
0.40970881482144744,-0.6601425361272737,2,Agresivo
1.2271001543300801,0.710162567685987,1,Moderado
1.5895077724226383,-0.23471736296661866,1,Moderado
-1.4535282465243191,0.6044320731359243,0,Conservador
-2.1570362505689027,-0.2936559735330338,0,Conservador
-0.25051533103527374,-0.3020338013742678,2,Agresivo
-0.9911729587043003,2.3049363276649277,0,Conservador
0.495460060146376,-0.30330641302200717,2,Agresivo
-1.2185596047887683,2.069263132548887,0,Conservador
0.8937675949138784,2.0136605878818448,0,Conservador
-0.7864943376226186,0.7540931938776558,0,Conservador
0.9505106837309185,-0.048714109184701905,1,Moderado
-0.6142413620492224,-1.9769092647489057,2,Agresivo
0.5625476154199275,-1.085145774210984,1,Moderado
-0.29444140872431135,-0.6976761394193163,2,Agresivo
-1.6005408656338866,-0.19187288825580315,0,Conservador
-0.2472871390630662,-1.0754289827551167,2,Agresivo
-0.605847994453642,0.3295594574243366,0,Conservador
0.6573350196713276,0.9499891079256645,0,Conservador
1.1439105855270109,-0.4415836718731416,1,Moderado
-0.10805363322047473,-2.706776095696152,2,Agresivo
0.11818506002793948,0.32383321150121636,2,Agresivo
1.7895997765681189,1.4908602730640976,1,Moderado
-1.4695801523047576,2.0650020391652912,0,Conservador
0.5438483375750585,-1.4453349532016646,2,Agresivo
0.6896542726625389,1.2683412025150356,1,Moderado
-0.5418471215414962,-1.7071131064159242,2,Agresivo
-1.5928070044623777,-0.6680108075463329,0,Conservador
1.0774517299351998,-0.37120909031333654,1,Moderado
1.274559037370652,-0.6810152894991819,2,Agresivo
0.24359702833632835,0.43319675405713837,1,Moderado
-0.5693464292248015,-0.060301152066833424,0,Conservador
-0.8734438519962178,0.34031974100427836,0,Conservador
0.7689089257920135,-0.016917675581329426,1,Moderado
-2.088159470227728,-1.1682805460364578,2,Agresivo
0.8866662959388371,-0.7687198701336713,2,Agresivo
-0.9288212461508863,-2.301005893727385,2,Agresivo
-1.3227676981108836,-0.9570723448119806,2,Agresivo
1.0129857331145224,0.2117474732283994,1,Moderado
0.8156380626246935,-0.48676110014371865,1,Moderado
-0.9840548220786989,1.6360529855395944,0,Conservador
0.3767797991950669,-0.32407986826583074,2,Agresivo
-0.641181242067447,0.5801446615749124,0,Conservador
-1.494129307147581,-1.8598056248703279,2,Agresivo
-0.03445162179796074,-0.7942445752637708,2,Agresivo
1.3061078714270933,-0.11187481820999952,2,Agresivo
0.2463818070371972,-0.7830975593405134,2,Agresivo
-0.5027101404385432,1.79990635873615,0,Conservador
-0.792253352291046,-0.7841168691034247,2,Agresivo
0.024084257571877172,0.4064038304201595,1,Moderado
0.7343946732324632,0.3038096434762682,1,Moderado
-2.1846812646257177,-0.47691168185699645,0,Conservador
-1.3879337001952423,-0.5426426589366758,2,Agresivo
-1.254005015388263,0.8615361954222778,0,Conservador
-1.6183055134661952,-0.021366612273980404,0,Conservador
-2.4789187170640417,-0.2586607292581371,0,Conservador
1.2949949835919203,-1.226885345277014,2,Agresivo
1.018350914393888,0.48712723746877035,1,Moderado
-0.774785976154841,0.8960958679875568,0,Conservador
0.6777623098305778,-0.016234720516869167,1,Moderado
-0.22328181472946884,0.8673347538200746,0,Conservador
-2.4327122446238385,-0.21012692215833356,0,Conservador
1.1913974053300933,0.19808365625758056,2,Agresivo
0.513000103770644,-0.3543488453134171,1,Moderado
2.4410069735007234,0.4297997635987674,1,Moderado
-0.788464551549114,0.7821137209237354,0,Conservador
2.24180712920911,0.8217047921067326,1,Moderado
-0.6955642532462208,-0.7259535759147928,2,Agresivo
0.340819262323543,0.4091253443802893,1,Moderado
-0.8996951710820036,-0.3663056414290188,0,Conservador
0.13349465635072502,-1.2726607213679009,1,Moderado
0.8593291847937939,0.6358099586931696,1,Moderado
0.5942860463102477,-0.7231825622014567,2,Agresivo
0.969394002461363,0.7067283076062574,1,Moderado
1.292431767075405,-1.6153005769569893,2,Agresivo
0.7654379007876051,1.7501926850018024,0,Conservador
-0.13110022715861558,1.8888564842125533,0,Conservador
0.45341059729842986,2.771081371383749,0,Conservador
-0.5591176096904467,-0.9528855465174099,2,Agresivo
-0.5536260994303084,0.499411190494053,0,Conservador
-0.10174544458729169,0.4329620899920797,1,Moderado
1.083207718757735,-0.5924559022251898,1,Moderado
1.5780491839715696,0.8777386092274962,1,Moderado
0.005868814254898014,0.3472063324363889,0,Conservador
0.6695174571109106,-0.14403158770000773,2,Agresivo
-1.2430771568729166,-2.498995399667084,2,Agresivo
-0.020303591147428742,-2.578208303050239,2,Agresivo
-0.8508809032999497,0.03265975002761021,2,Agresivo
1.0881054088360107,-0.16311562312831995,1,Moderado
-1.557761528761361,-0.9249548568005765,2,Agresivo
1.6299727439339617,0.37994229948905633,1,Moderado
1.1398416906641877,-0.5201479838469911,1,Moderado
0.4215978774571421,0.5485987509961938,1,Moderado
-1.44665391883642,1.2600575034813544,0,Conservador
1.2661377617058498,1.7885735436022387,1,Moderado
0.3795621902441959,1.7363060803188912,0,Conservador
1.712438251279926,-0.30730863516074064,1,Moderado
-1.0305322717786802,2.644482521650538,0,Conservador
-0.8800223436503332,-2.417068168509939,2,Agresivo
-1.081002535717883,-0.7423408280805174,2,Agresivo
-0.025772987757417216,-1.3746411739375766,2,Agresivo
0.8368084592150837,-0.4438295823332318,2,Agresivo
1.3712636218471077,-1.3300577439363566,1,Moderado
0.7979785089266346,-0.6575058620366477,2,Agresivo
1.9762953094831273,-1.583052579059844,1,Moderado
0.012903132020932913,-0.8462391184242625,2,Agresivo
-0.9959597091712075,0.8046925090858474,0,Conservador
1.0831928465744867,0.8983510176993571,1,Moderado
0.07941593228688006,2.457847625558446,0,Conservador
-0.4901333283280743,-0.5109325480924016,0,Conservador
-0.7665871903518704,0.26079503169999096,0,Conservador
-0.2184102139699918,1.136372997761167,0,Conservador
0.3397526762459517,2.253086506747778,0,Conservador
0.1626021589107661,-0.8395719328286684,1,Moderado
-0.6251983767498528,0.3210864404822411,0,Conservador
-1.4128236027906405,1.4807981486617547,0,Conservador
0.6244961555458524,-0.8213204302922237,2,Agresivo
0.023646162047386652,0.34711520096601234,1,Moderado
1.521551193161158,1.024794093750892,1,Moderado
-1.2224261692266392,0.11566301130438912,0,Conservador
-1.8050507935582076,-1.3893920025573918,2,Agresivo
-1.0241291565494266,0.9116200257495046,0,Conservador
-2.0147127584353277,0.9885040365269016,0,Conservador
-0.6236815885832581,-0.6327205905254509,2,Agresivo
1.5010416405295892,1.1549074873447582,1,Moderado
-0.5173832586068298,-1.3947733566148446,2,Agresivo
-0.9542181469860148,-0.9805504702737237,2,Agresivo
0.6865680779324811,0.6815460590267222,1,Moderado
-0.8647869289207463,-0.22215819103118437,2,Agresivo
0.23364086109021384,-0.760071590936811,1,Moderado
1.396335006664818,-0.3789807660370235,2,Agresivo
-0.6672077830356224,-0.36085389912951743,0,Conservador
0.006001670599126541,1.035770994422297,1,Moderado
1.081593571347952,0.8478583283640941,1,Moderado
1.800876438774709,-0.16834443591161166,1,Moderado
-1.0610226180880313,0.3891941074126507,0,Conservador
-1.0849202833776435,1.8234803911210924,0,Conservador
-0.16055936553471883,0.26883701945124844,0,Conservador
1.8156968132277282,-0.6316796796133372,1,Moderado
0.2852242742204483,1.2167181488221968,0,Conservador
-0.8814379392155,0.2626345155808349,0,Conservador
0.9268989998366134,0.7223145684142492,1,Moderado
-0.5244348063712557,2.1645426249385467,0,Conservador
0.3474993992059382,1.7356246474057622,0,Conservador
1.2335023471169322,0.5680145090710474,1,Moderado
0.14558016822718414,1.0439736042621401,0,Conservador
1.146939778233088,0.04931725673821923,1,Moderado
-0.33578768550657856,1.6967637296974218,0,Conservador
0.17324878149035436,-1.8384177484878224,2,Agresivo
-0.7289998189958931,-0.6836873789222997,2,Agresivo
-0.8346937638432655,0.843897553083706,0,Conservador
-0.52294907089299,-0.23413583980180436,2,Agresivo
1.0731891683451673,-0.001990435697096251,1,Moderado
-0.2625994466127651,-1.4887260210039936,2,Agresivo
1.2719830888760637,0.3078475388953759,1,Moderado
-1.6716026484380038,-0.10165896988254586,0,Conservador
-0.3270376515964812,0.4560740732466105,0,Conservador
-0.7399605592868943,0.6083221410816508,0,Conservador
-0.3693107605796578,-0.8555821235359998,2,Agresivo
1.0970929113690193,0.4332716424251384,1,Moderado
0.6771679429319675,-1.5018266951598314,2,Agresivo
-1.6232897049911086,-0.38525003274164177,0,Conservador
0.5183496716828232,-1.4771983503938109,2,Agresivo
1.0554659516524179,2.532731612552199,1,Moderado
2.8771021817770306,-0.6430327663251337,1,Moderado
1.1886038768259,0.35965583012314345,1,Moderado
0.5206625334784142,0.237872383829574,1,Moderado
-0.7496023470136655,-1.3461379376716445,2,Agresivo
-2.3248919169649165,0.7416124230202282,0,Conservador
1.299244530064656,0.6682498266996391,1,Moderado
0.5714935724466638,-0.8753382636166526,1,Moderado
-0.9914151709787463,-0.15696290369719784,0,Conservador
-1.4240598555126776,0.5411647526591178,0,Conservador
-1.3737838298759233,-0.1874559266056172,0,Conservador
-0.14090910138210924,-0.624386707415131,2,Agresivo
-0.8486304906347665,-2.194942351901662,2,Agresivo
1.352418889229144,-0.4066129751522505,2,Agresivo
-0.03569883227577057,0.39292527848650277,2,Agresivo
-0.7065646561322603,0.6082948767880788,0,Conservador
1.6040448906094673,-1.6932201802291726,2,Agresivo
-1.9427018651060732,0.3801466823281796,0,Conservador
0.04192215811450331,0.8864638073549116,0,Conservador
-0.4542010471162916,-2.048396153106344,2,Agresivo
0.4593751641444978,0.013809615172650863,2,Agresivo
1.34896542283736,0.2177345462278116,1,Moderado
0.27247429740185203,-0.404285914753403,2,Agresivo
1.5405374646648997,-1.5901566779347942,2,Agresivo
-0.6735333077380616,-1.053666538429565,2,Agresivo
-0.02288645124499177,0.14765666129710167,1,Moderado
-0.24405007375811583,-1.3640492209340056,2,Agresivo
1.8966949485791822,-0.7375987941378466,1,Moderado
0.08354607294507607,-0.6977954104147018,1,Moderado
-0.027162314758232314,2.146047605161646,0,Conservador
1.0415592214093037,-0.076566724308271,2,Agresivo
2.633572761086258,-0.4014233090281171,1,Moderado
0.5780310646343279,0.5610124729070496,0,Conservador
-0.588240342213133,-0.21118693752499532,2,Agresivo
-0.015912986803851423,0.2960608190070094,0,Conservador
-0.015482465660667548,-1.7235252987892238,2,Agresivo
0.15927492164969212,-2.054797410105617,2,Agresivo
-0.5323327288370322,-2.442426916788172,2,Agresivo
0.6668134244251438,1.1687572895218004,1,Moderado
-0.9932490790225516,0.3291983206174324,0,Conservador
-0.5248464999555411,-0.2613472982898382,0,Conservador
-0.8617580134962024,0.7621407753416813,0,Conservador
1.2447301262236716,1.083756522472714,1,Moderado
2.8943528951461204,-0.013197169057527961,1,Moderado
0.5782549142400406,-0.33353835309063784,1,Moderado
1.7199582389318986,-0.41642587156566796,1,Moderado
0.9423649913839204,-0.7194018543997205,1,Moderado
-0.3579831144256809,0.5121387135100913,0,Conservador
-1.664868345076666,1.8132606937951747,0,Conservador
-0.3061005816557497,-1.2785964317970535,2,Agresivo
-0.11575785826077871,0.8337470184793168,0,Conservador
0.17260630214618936,-0.8115637830479963,2,Agresivo
-0.9701591734918176,0.5739877292460515,0,Conservador
0.4182457535146653,0.9244603996738675,0,Conservador
0.7045756725588834,-1.2440478205794232,2,Agresivo
0.07680207904678638,0.21388808045778446,0,Conservador
-0.57447080284921,-2.2903352007589746,2,Agresivo
-0.389825203208455,-0.7848540293811841,1,Moderado
0.3203102403311797,0.698191085464588,1,Moderado
-0.2060962941498658,-0.07437005944649261,0,Conservador
1.5858108169522014,-1.101340996600509,1,Moderado
-0.16260246257690938,0.177154831648657,2,Agresivo
-0.19724905937660558,0.16950349839025391,1,Moderado
0.049834312782291855,0.45870425620507355,2,Agresivo
-0.0778764218289157,0.5489702312079002,0,Conservador
-0.5534162203975507,0.41570780920242323,0,Conservador
-1.449819251087102,1.2467443015461943,0,Conservador
1.068878654111595,0.7699841417354139,2,Agresivo
0.6622131545613162,-1.0489851126950782,1,Moderado
-1.0087699001707746,-1.1804055731176006,2,Agresivo
-0.8918739397419384,-0.5798663488389403,2,Agresivo
-0.20788310578768152,0.3093424495721132,2,Agresivo
1.277947827335541,-0.9546580366912863,1,Moderado
-0.38281917658020737,0.5428936400291003,0,Conservador
1.19952605169958,-0.8696376416904034,2,Agresivo
-0.4381436785888212,-1.4807771278440893,2,Agresivo
-1.6660716635228128,1.7115879810303987,0,Conservador
-0.870800167749208,-0.3028904596807652,0,Conservador
-0.3734651144388655,-0.0366510703462193,2,Agresivo
-0.15570620936225799,1.0251108075715183,0,Conservador
2.243001675624058,0.5428818996804092,1,Moderado
-1.0055041877358397,0.10392239209314713,0,Conservador
1.8877844140613007,0.5710699736117059,1,Moderado
1.5680317924830809,-1.3792699293137043,1,Moderado
-2.151290047913952,0.635378654826189,0,Conservador
-0.4053771784769822,1.8787706074311683,0,Conservador
-0.7430859706112809,1.3407005550434337,0,Conservador
0.43143247883683516,0.6270815000922113,2,Agresivo
-0.26189828606536947,0.8235379302116654,0,Conservador
-0.8807935512576764,-0.9312212659442339,2,Agresivo
-0.7727087566441081,0.44701049514865343,0,Conservador
-0.20424372894734205,-1.3570820246696296,2,Agresivo
1.1060129830149066,1.0128692145507698,1,Moderado
-0.36842251295220513,-1.5026997045297859,2,Agresivo
0.9497719666711163,-1.8184140436887197,1,Moderado
-1.4806130998726532,0.9418751022241206,0,Conservador
-0.633649046913556,0.10929730723489552,0,Conservador
-0.1295015093356245,1.5556028439458778,0,Conservador
-0.4582894847668238,1.717703534436186,0,Conservador
-0.44557948419699595,1.5424120018086391,0,Conservador
0.9314934071631757,-0.12674236471155442,1,Moderado
-1.929004311340397,0.8031927349058022,0,Conservador
-0.2855206351313739,2.168256415612974,0,Conservador
-0.1460810443728959,-1.3051298594408915,2,Agresivo
-0.639881680675942,1.4355835750252532,0,Conservador
0.8415427982759767,0.8167897789847437,2,Agresivo
0.34175271468291907,-0.5131964252264318,2,Agresivo
-1.1653518075484013,-0.3520837059262577,2,Agresivo
0.43204189576184737,-1.480690265900165,2,Agresivo
-0.43411903840418836,0.5398728428950071,0,Conservador
-0.6656598009156108,-0.4278390219074425,2,Agresivo
0.5888653646651321,0.1507015362256645,2,Agresivo
-0.5865654165622991,-0.4643493165289184,0,Conservador
-0.26141729688701393,1.6737874757410816,0,Conservador
0.7023935065457029,-0.3394277222605848,1,Moderado
1.6452047074701424,-2.0258589828683173,2,Agresivo
0.49483020289599833,-1.429991273893007,2,Agresivo
-1.480215260859833,0.2612177673485622,0,Conservador
1.6488983630148655,0.11664406299444818,1,Moderado
-1.4499115269394907,-2.2225916644371115,2,Agresivo
-0.9929131536148411,0.7707005278045318,0,Conservador
-1.1286948639998708,0.5974236259806263,0,Conservador
0.583503382646114,-0.609845653256928,1,Moderado
0.3420869252048135,1.4934770045042391,0,Conservador
-1.5565419464355685,1.0948973261858153,0,Conservador
-1.0586494762860523,0.009388080668804623,0,Conservador
1.1369508565189221,-0.33196597321454996,2,Agresivo
-0.43331822086468924,-2.2770768483158137,2,Agresivo
